ref_id,mad_wt_pct,aad_wt_pct,vad_wt_pct,fcad_wt_pct,cad_wt_pct,had_wt_pct,nad_wt_pct,sad_wt_pct,oad_wt_pct,bet_surface_area_m2_g,vtotal_cm3_g,avg_pore_diameter_nm,k_wt_pct,fe_wt_pct,br_wt_pct,i_wt_pct,cl_wt_pct,total_gas_volume_L_min,co2_pct,o2_pct,h2o_pct,so2_ppm,no_ppm,temperature_C,adsorbent_amount_mg,hg0_concentration_ug_m3,max_hg0_removal_efficiency_pct
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,26.2,0.03,4.63,0.0,0.0,0.0,0.0,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,39.1
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,11.16,0.05,16.72,0.0,0.0,0.0,0.0,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,51.8
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,0.0,600.0,400.0,120.0,250.0,60.0,66.4
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.6,0.03,12.61,0.6,0.0,0.0,1.9,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,68.7
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,6.0,600.0,400.0,120.0,250.0,60.0,69.2
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,2.3,0.0,0.85,0.0,6.0,6.0,600.0,400.0,120.0,250.0,60.0,71.6
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,1200.0,400.0,120.0,250.0,60.0,72.4
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,7.88,0.03,15.87,10.5,0.0,0.0,34.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,72.8
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,0.0,1.5,600.0,400.0,120.0,250.0,60.0,74.9
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,80.0,250.0,60.0,75.2
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,600.0,120.0,250.0,60.0,76.7
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,1200.0,400.0,120.0,250.0,60.0,79.1
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,80.0,250.0,60.0,79.3
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,600.0,120.0,250.0,60.0,81.4
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,19.73,0.07,3.42,0.6,0.0,0.0,1.9,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,81.6
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,0.0,1.5,600.0,400.0,120.0,250.0,60.0,82.9
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,0.0,400.0,120.0,250.0,60.0,83.2
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,7.04,0.02,10.95,10.5,0.0,0.0,34.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,84.6
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.0
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.2
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.2
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.3
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.4
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,85.5
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,0.0,600.0,400.0,120.0,250.0,60.0,85.5
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,0.0,120.0,250.0,60.0,91.0
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,91.9
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,92.5
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,92.6
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,0.0,120.0,250.0,60.0,92.6
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,92.7
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,9.0,1.5,600.0,400.0,120.0,250.0,60.0,92.7
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,92.9
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,120.0,250.0,60.0,92.9
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,200.0,120.0,250.0,60.0,93.9
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,9.0,1.5,600.0,400.0,120.0,250.0,60.0,94.6
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,0.0,400.0,120.0,250.0,60.0,94.9
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,160.0,250.0,60.0,95.3
1,2.41,29.1,50.3,18.17,35.8,4.81,3.34,0.6,23.9,16.19,0.04,8.78,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,200.0,120.0,250.0,60.0,96.0
1,7.61,8.94,71.7,12.35,50.9,1.26,6.08,3.81,22.0,10.08,0.04,13.34,3.5,0.0,0.0,11.5,0.0,0.85,0.0,6.0,1.5,600.0,400.0,160.0,250.0,60.0,96.2
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,88.35,0.08,39.76,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,73.1
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,36.09,0.09,106.38,0.0,10.0,0.0,0.0,20.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,76.3
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,56.33,0.13,93.56,0.0,41.0,0.0,0.0,79.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,79.4
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,164.94,0.52,126.64,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,84.9
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,250.0,50.0,85.0,85.2
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,116.22,0.19,55.43,0.0,21.0,0.0,0.0,39.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,85.9
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,210.0,50.0,85.0,86.4
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,150.0,50.0,85.0,92.5
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,180.0,50.0,85.0,92.5
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,93.7
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,93.8
2,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,0.0,4.0,0.0,0.0,0.0,120.0,50.0,85.0,94.1
3,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,12.0,4.0,12.0,0.0,0.0,120.0,50.0,85.0,96.0
3,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,70.0,4.0,12.0,0.0,0.0,120.0,50.0,85.0,98.1
3,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,70.0,4.0,4.0,0.0,0.0,120.0,50.0,85.0,99.4
3,5.99,1.23,75.4,17.4,43.7,6.75,0.09,0.23,42.0,120.82,0.2,66.62,0.0,31.0,0.0,0.0,59.0,1.2,12.0,4.0,4.0,0.0,0.0,120.0,50.0,85.0,99.8
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,1.3,0.01,15.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,7.7
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,570.27,0.29,2.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,79.6
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,110.09,0.08,2.81,21.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,87.5
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,327.74,0.12,2.06,32.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,94.4
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,447.16,0.21,2.02,32.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,95.4
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,15.34,0.03,9.57,32.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,95.6
4,0.3,22.2,30.7,46.84,89.4,4.99,0.46,4.27,0.9,605.32,0.3,1.93,32.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,150.0,720.0,40.0,99.2
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,4.02,0.02,32.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,18.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,14.41,0.09,25.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,18.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,21.15,0.47,16.72,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,34.3
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,70.0,300.0,50.0,50.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,1200.0,400.0,130.0,300.0,50.0,52.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,0.0,1.5,600.0,400.0,130.0,300.0,50.0,57.9
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,90.0,300.0,50.0,59.5
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,11.95,0.25,26.33,0.0,0.0,0.0,0.0,13.2,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,61.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,0.0,130.0,300.0,50.0,62.2
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,0.0,1.5,600.0,400.0,130.0,300.0,50.0,63.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,110.0,300.0,50.0,67.7
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,8.0,600.0,400.0,130.0,300.0,50.0,73.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,900.0,400.0,130.0,300.0,50.0,74.3
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,8.0,600.0,400.0,130.0,300.0,50.0,74.6
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,15.03,0.2,25.98,0.0,0.0,16.32,0.0,0.0,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,78.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,0.0,600.0,400.0,130.0,300.0,50.0,78.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,0.0,130.0,300.0,50.0,81.1
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,13.98,0.14,24.27,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,81.2
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,66.0,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,81.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,5.0,600.0,400.0,130.0,300.0,50.0,82.7
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,1200.0,400.0,130.0,300.0,50.0,83.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,70.0,300.0,50.0,85.4
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,5.0,600.0,400.0,130.0,300.0,50.0,86.1
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,900.0,400.0,130.0,300.0,50.0,87.1
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,0.0,600.0,400.0,130.0,300.0,50.0,87.2
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,87.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,88.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,88.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,88.3
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,90.0,300.0,50.0,88.4
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,88.6
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,110.0,300.0,50.0,90.6
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,0.0,400.0,130.0,300.0,50.0,90.6
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,600.0,130.0,300.0,50.0,92.0
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,92.5
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,92.9
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,93.6
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,10.0,1.5,600.0,400.0,130.0,300.0,50.0,93.7
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,93.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,400.0,130.0,300.0,50.0,93.8
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,10.0,1.5,600.0,400.0,130.0,300.0,50.0,95.1
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,15.0,1.5,600.0,400.0,130.0,300.0,50.0,95.5
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,600.0,130.0,300.0,50.0,96.4
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,0.0,400.0,130.0,300.0,50.0,96.4
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,16.55,0.2,19.57,0.0,0.0,0.0,0.0,118.8,0.8,0.0,5.0,1.5,600.0,800.0,130.0,300.0,50.0,96.9
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,15.0,1.5,600.0,400.0,130.0,300.0,50.0,97.1
5,7.01,8.93,71.7,12.35,50.9,1.26,6.08,3.81,22.0,19.67,0.36,22.44,0.0,0.0,0.0,0.0,146.88,0.8,0.0,5.0,1.5,600.0,800.0,130.0,300.0,50.0,99.5
6,5.27,3.15,71.2,20.42,43.6,5.75,0.52,0.13,41.6,12.16,0.02,7.92,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,5.0,800.0,400.0,120.0,50.0,65.0,29.4
6,5.27,3.15,71.2,20.42,43.6,5.75,0.52,0.13,41.6,520.2,0.31,2.37,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,5.0,800.0,0.0,120.0,50.0,65.0,44.0
6,5.27,3.15,71.2,20.42,43.6,5.75,0.52,0.13,41.6,453.03,0.27,2.41,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,5.0,800.0,400.0,120.0,50.0,65.0,49.1
6,5.27,3.15,71.2,20.42,43.6,5.75,0.52,0.13,41.6,520.2,0.31,2.37,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,10.0,800.0,400.0,120.0,50.0,65.0,60.0
6,5.27,3.15,71.2,20.42,43.6,5.75,0.52,0.13,41.6,520.2,0.31,2.37,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,5.0,800.0,400.0,120.0,50.0,65.0,65.0
